nr render views, mode, nr vertices, storage, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35
1, 4, 11098, 0, 150.933, 146.94, 147.051, 148.668, 147.212, 147.929, 148.541, 148.655, 149.05, 147.6, 148.803, 147.595, 149.255, 147.718, 146.909, 148.705, 148.576, 147.814, 148.802, 147.609, 147.956, 147.117, 148.616, 148.953, 149.6, 149.84, 148.241, 148.252, 149.022, 150.799, 148.671, 146.521, 147.74, 148.012, 148.638, 147.448
3, 4, 11098, 1, 152.532, 152.924, 151.565, 149.425, 151.548, 149.361, 151.957, 153.018, 152.012, 149.669, 151.648, 149.903, 151.388, 152.878, 150.193, 148.923, 149.871, 152.062, 151.9, 152.741, 150.715, 150.841, 151.909, 148.721, 152.118, 150.367, 151.669, 149.761, 150.891, 148.829, 152.634, 151.564, 151.445, 150.423, 149.339, 150.331
2, 4, 11098, 1, 155.2, 158.411, 155.077, 155.246, 155.457, 155.392, 155.81, 155.966, 157.612, 155.486, 157.359, 156.264, 156.111, 156.348, 156.918, 154.81, 154.47, 154.617, 154.412, 156.511, 157.823, 155.727, 155.109, 155.499, 157.325, 156.716, 155.526, 154.811, 155.573, 153.871, 155.246, 157.934, 154.868, 156.973, 155.55, 154.904
1, 4, 11098, 1, 162.869, 162.598, 159.228, 159.436, 158.936, 160.713, 161.005, 160.48, 160.308, 159.305, 156.677, 157.591, 157.647, 159.697, 157.986, 156.406, 156.873, 154.179, 158.164, 158.45, 157.814, 157.095, 157.617, 157.018, 157.894, 158.559, 157.493, 155.826, 160.265, 160.247, 160.394, 161.083, 161.705, 159.662, 160.037, 159.938
1, 7, 11098, 0, 377.035, 378.541, 393.275, 389.261, 393.297, 394.366, 372.276, 395.976, 383.005, 391.699, 396.687, 389.021, 392.457, 384.411, 391.144, 381.951, 385.608, 382.69, 387.693, 383.974, 387.477, 395.093, 387.975, 393.433, 386.598, 386.208, 386.493, 379.743, 383.16, 386.578, 382.474, 375.156, 389.084, 392.585, 393.42, 389.739
1, 7, 11098, 1, 383.015, 380.155, 388.804, 398.984, 377.393, 382.891, 398.058, 393.608, 393.823, 381.2, 399.109, 387.138, 398.754, 390.585, 402.118, 387.771, 377.309, 395.052, 391.987, 394.482, 387.933, 391.89, 388.032, 398.21, 394.243, 384.974, 395.075, 386.113, 392.408, 382.074, 405.117, 401.451, 396.233, 396.172, 390.232, 385.087
3, 2, 11098, 0, 24.9888, 15.7079, 15.1241, 16.8694, 18.327, 27.9884, 32.1642, 20.2461, 20.2065, 19.2617, 16.1743, 20.0142, 26.0431, 15.5085, 14.9239, 16.4783, 18.2217, 27.6098, 32.0015, 20.1148, 19.7442, 19.5855, 15.8942, 19.7655, 25.5813, 15.2879, 14.9445, 16.5457, 18.2712, 27.663, 32.1844, 20.036, 19.9934, 19.6613, 15.9354, 19.7481
2, 2, 11098, 0, 35.6291, 32.771, 23.5622, 32.7564, 30.2932, 47.3035, 53.8075, 34.5578, 31.041, 35.3824, 26.1344, 28.956, 38.0598, 32.9668, 23.5509, 32.3267, 30.198, 47.5152, 53.8759, 34.0899, 31.1489, 35.1336, 26.2074, 29.0502, 37.781, 32.6468, 23.2683, 32.2537, 30.0059, 47.3165, 54.0595, 33.8953, 31.0227, 35.0278, 26.1491, 28.5049
1, 2, 11098, 0, 84.5572, 40.4167, 66.7712, 80.6351, 78.7693, 85.591, 117.452, 67.3895, 74.8405, 71.5137, 61.2985, 95.2039, 102.608, 40.5986, 65.8428, 82.8173, 76.6887, 85.5012, 115.879, 68.009, 74.728, 70.5608, 59.9382, 92.6395, 105.292, 39.6874, 65.7811, 81.34, 77.2459, 86.5354, 116.369, 68.1125, 74.3554, 72.8567, 61.3454, 93.7743
3, 2, 11098, 1, 26.117, 15.68, 15.2079, 16.8258, 18.2858, 28.3338, 32.5286, 20.5181, 20.3456, 20.022, 16.1913, 20.2504, 26.1589, 15.6095, 15.058, 16.6905, 18.2492, 27.4881, 32.2808, 19.2705, 20.1617, 19.6661, 16.198, 20.0011, 26.1593, 15.5539, 15.0153, 16.7529, 18.3289, 27.8555, 32.0704, 19.9747, 20.0676, 19.8098, 15.4571, 19.9511
2, 2, 11098, 1, 37.244, 34.3918, 24.0364, 33.8758, 31.5168, 49.1752, 56.4306, 35.3198, 32.1036, 36.695, 26.3894, 29.7134, 39.4688, 33.7867, 24.0408, 33.82, 31.3232, 49.3915, 56.3983, 35.2882, 32.0725, 36.4133, 26.2622, 29.5104, 39.4818, 33.8724, 24.0874, 33.6572, 30.7287, 49.0987, 56.242, 35.1911, 31.9922, 36.5935, 26.7266, 29.4996
1, 2, 11098, 1, 90.6139, 41.0571, 71.3202, 88.2587, 81.2946, 91.2041, 128.541, 73.051, 79.9718, 77.3698, 65.5042, 100.845, 114.533, 41.6557, 70.7, 89.201, 82.3655, 91.7703, 128.588, 72.6254, 79.6532, 76.9997, 64.856, 102.318, 114.514, 41.0602, 71.2708, 88.4792, 82.2376, 90.4792, 128.969, 70.9614, 78.8996, 76.3056, 64.9363, 100.279
3, 1, 145218, 0, 140.743, 131.445, 131.87, 137.959, 133.189, 135.042, 138.86, 137.91, 138.77, 138.308, 134.424, 136.382, 138.8, 137.615, 136.317, 134.999, 133.107, 138.627, 136.258, 137.574, 137.531, 139.495, 138.968, 136.38, 137.002, 139.522, 136.749, 136.094, 135.785, 135.227, 135.417, 135.218, 138.682, 136.238, 134.749, 135.479
3, 1, 145218, 1, 131.487, 125.908, 128.015, 126.674, 128.106, 128.098, 125.753, 125.703, 129.35, 128.366, 129.426, 128.476, 125.475, 130.566, 133.133, 126.985, 128.876, 126.991, 126.621, 128.764, 128.073, 128.038, 129.056, 127.685, 128.557, 127.576, 124.007, 126.083, 126.785, 128.369, 124.361, 129.738, 132.497, 130.369, 128.473, 125.282
3, 2, 145218, 0, 22.1508, 18.2544, 21.0345, 17.5585, 24.8082, 25.6452, 27.8588, 24.1436, 18.7153, 20.5547, 17.7763, 20.3903, 22.4681, 18.2477, 21.1266, 17.5087, 24.7177, 25.347, 27.7048, 24.0945, 18.3298, 20.4961, 17.6264, 20.3869, 22.1976, 18.0694, 20.96, 17.3888, 24.2872, 25.3211, 27.5447, 23.8733, 18.5686, 20.281, 17.4974, 20.2077
2, 2, 145218, 0, 35.8386, 26.1935, 35.0598, 27.5281, 39.9112, 42.5299, 44.8882, 39.5411, 30.7014, 34.4676, 25.8911, 32.9132, 35.8274, 26.2262, 35.0256, 27.7951, 40.1556, 42.3408, 45.3419, 38.9007, 30.2258, 34.0878, 25.588, 32.6894, 35.5655, 25.9692, 34.532, 27.4569, 39.7102, 42.5059, 45.2444, 38.8328, 30.4629, 34.2472, 25.5101, 33.2387
1, 2, 145218, 0, 60.7989, 74.2518, 80.4125, 72.1619, 76.486, 78.2652, 86.464, 77.023, 75.8205, 79.9181, 66.8611, 72.7812, 74.9512, 74.243, 80.9618, 72.6159, 76.0025, 77.9201, 88.5529, 74.8828, 75.3774, 79.5598, 67.6778, 72.4471, 74.5571, 73.5148, 80.8341, 72.6977, 76.1746, 78.5494, 86.4477, 76.7603, 74.9839, 79.7942, 67.8638, 73.1058
3, 2, 145218, 1, 22.7902, 18.0357, 21.3978, 17.7109, 24.9371, 25.7307, 28.0834, 24.2377, 18.8607, 20.1501, 17.7906, 20.5113, 22.6666, 18.2254, 21.2299, 17.4972, 24.862, 25.5524, 28.1814, 24.2513, 18.5587, 19.8988, 17.1529, 19.7532, 21.3183, 17.6141, 21.1702, 17.5701, 24.9168, 25.8025, 28.1724, 24.4225, 18.8005, 20.6217, 17.7457, 20.581
2, 2, 145218, 1, 36.9373, 26.6021, 35.7285, 28.0589, 41.1313, 43.9649, 46.4967, 40.0736, 30.9725, 34.7482, 26.1393, 33.7673, 36.731, 26.5834, 35.4729, 27.8187, 40.9342, 43.8608, 46.3478, 39.9229, 30.9887, 35.0974, 25.9332, 34.005, 36.5234, 26.481, 35.4948, 27.8323, 40.4676, 43.5837, 46.6957, 39.8564, 30.9189, 33.4893, 25.0218, 33.4581
1, 2, 145218, 1, 80.6085, 78.8325, 88.9792, 77.7263, 81.1606, 85.423, 93.0897, 79.9752, 80.2672, 87.0398, 70.5735, 78.5584, 81.3412, 78.3171, 86.9429, 78.9174, 81.4857, 83.4125, 93.44, 80.1811, 80.4496, 86.7446, 71.1832, 78.6889, 79.2468, 77.7793, 86.1752, 76.2672, 81.7302, 84.2293, 92.0556, 79.5271, 80.3537, 85.1405, 71.9648, 79.1428
3, 3, 145218, 0, 57.653, 57.1947, 56.9374, 56.6847, 56.8612, 56.8203, 56.9691, 56.8437, 56.8284, 56.5083, 57.0349, 57.1937, 57.108, 57.1132, 56.7006, 56.4786, 56.8783, 56.6931, 56.682, 56.8549, 56.1171, 56.4127, 56.4626, 56.9175, 56.6966, 56.6787, 56.0436, 56.3104, 56.3503, 56.3542, 56.6546, 56.5877, 56.1414, 56.3564, 56.6783, 56.828
2, 3, 145218, 0, 83.0206, 80.8424, 79.7382, 80.0659, 80.2074, 80.0231, 80.1254, 80.2822, 79.9612, 79.6237, 80.1073, 83.3269, 83.2984, 82.7589, 82.1467, 82.093, 82.288, 81.994, 82.4055, 82.4185, 81.9589, 82.1884, 82.802, 82.6097, 83.1269, 82.5122, 81.8576, 82.3532, 82.0364, 82.1831, 82.7049, 82.3529, 81.772, 82.3941, 82.709, 83.3333
1, 3, 145218, 0, 156.528, 154.141, 153.733, 154.459, 153.156, 152.903, 154.245, 152.789, 151.679, 152.395, 154.054, 154.968, 153.619, 154.824, 152.337, 152.586, 152.955, 152.934, 152.643, 153.539, 152.632, 152.983, 153.517, 154.017, 153.989, 154.208, 153.836, 150.657, 152.988, 151.99, 152.327, 152.919, 152.712, 152.593, 153.649, 153.987
3, 3, 145218, 1, 58.9338, 58.1943, 57.796, 57.7677, 57.785, 57.9516, 58.1377, 57.991, 57.7954, 57.941, 58.1337, 58.5332, 58.5668, 58.1608, 57.3019, 57.5773, 57.7331, 57.6419, 57.8519, 57.7723, 57.7141, 57.8317, 57.939, 58.2953, 58.4163, 58.0358, 57.3422, 57.6588, 57.4205, 57.5359, 57.7095, 57.6076, 57.5549, 57.3963, 57.9424, 58.2063
2, 3, 145218, 1, 86.7177, 85.2047, 83.7287, 83.9937, 84.0629, 84.4044, 85.1358, 84.3546, 83.9995, 84.526, 84.7477, 85.4107, 85.4548, 84.9139, 84.0524, 84.1326, 83.9545, 84.2665, 84.9932, 84.763, 83.8332, 84.2306, 84.8347, 85.295, 85.6261, 85.129, 83.6952, 83.928, 83.7966, 84.2397, 84.5404, 84.5667, 83.9868, 84.0866, 84.9455, 85.615
1, 3, 145218, 1, 166.763, 162.371, 160.917, 160.643, 161.178, 162.377, 162.032, 159.393, 162.557, 162.759, 159.414, 162.097, 160.873, 159.524, 156.561, 158.564, 158.084, 158.606, 159.002, 158.46, 159.948, 159.615, 160.102, 163.328, 161.225, 158.982, 159.184, 157.519, 156.758, 159.549, 158.709, 156.876, 163.063, 161.428, 162.273, 165.016
3, 4, 145218, 0, 143.182, 141.774, 141.69, 142.168, 142.024, 140.748, 140.533, 141.128, 141.707, 141.774, 143.589, 140.804, 142.45, 141.94, 142.226, 141.224, 141.981, 142.846, 141.821, 139.89, 140.948, 141.143, 142.209, 142.023, 143.445, 142.674, 141.355, 140.712, 143.071, 143.067, 142.514, 141.931, 138.895, 142.155, 141.627, 142.062
2, 4, 145218, 0, 145.33, 143.67, 143.372, 144.466, 142.175, 142.959, 142.575, 142.859, 143.475, 144.472, 143.579, 144.149, 144.751, 144.364, 143.289, 143.888, 143.486, 143.164, 143.896, 143.138, 144.621, 142.908, 144.126, 142.765, 142.892, 143.553, 142.263, 143.439, 142.901, 143.046, 141.995, 143.079, 143.08, 143.496, 142.7, 143.583
1, 4, 145218, 0, 149.287, 146.381, 145.471, 145.609, 145.292, 144.702, 145.65, 144.264, 145.488, 145.811, 146.699, 146.223, 146.014, 146.496, 145.438, 145.3, 146.236, 145.078, 145.872, 145.607, 145.303, 144.808, 146.29, 146.344, 146.163, 145.865, 145.552, 144.362, 145.114, 145.818, 145.78, 145.795, 145.56, 144.397, 144.951, 145.963
3, 4, 145218, 1, 153.465, 147.924, 146.685, 146.345, 145.02, 146.541, 147.504, 146.278, 146.411, 146.793, 147.038, 147.495, 148.517, 148.91, 146.059, 145.612, 145.284, 145.996, 146.578, 148.46, 146.893, 146.573, 147.404, 149.534, 148.747, 145.9, 145.124, 145.977, 146.525, 145.354, 147.244, 145.975, 145.388, 146.172, 146.613, 147.726
2, 4, 145218, 1, 156.383, 152.923, 150.689, 150.021, 149.713, 150.137, 152.803, 151.157, 151.322, 152.62, 153.073, 152.619, 153.914, 154.011, 149.723, 150.253, 150.921, 150.23, 152.09, 151.684, 150.927, 151.243, 153.076, 152.335, 155.26, 151.746, 150.568, 149.545, 149.713, 151.775, 151.473, 151.874, 151.625, 150.931, 152.568, 152.981
1, 4, 145218, 1, 162.092, 158.724, 156.787, 156.236, 155.832, 158.044, 157.965, 157.573, 156.721, 157.868, 157.499, 159.768, 160.134, 157.965, 158.218, 155.084, 155.176, 156.498, 156.935, 155.299, 156.675, 156.949, 157.153, 158.479, 159.23, 157.551, 156.731, 154.381, 155.003, 156.325, 156.883, 155.861, 156.927, 156.989, 157.868, 158.315
3, 7, 145218, 0, 94.0271, 90.2418, 89.1203, 87.2472, 88.6941, 89.4272, 90.2447, 86.7582, 88.4428, 88.9953, 89.2479, 89.3882, 88.7838, 88.7034, 88.5847, 88.8342, 89.8407, 89.0561, 89.1738, 88.4439, 88.694, 89.2082, 90.4171, 87.7574, 88.752, 89.0313, 89.5811, 88.9693, 88.809, 88.6718, 88.6612, 89.1371, 89.426, 89.2401, 90.0467, 88.4826
3, 7, 145218, 1, 96.7502, 97.4203, 97.1896, 97.3347, 94.9231, 96.4364, 96.3237, 95.9458, 96.0104, 96.0589, 96.1574, 96.7682, 96.8792, 96.0405, 96.0074, 95.9161, 96.287, 96.3712, 96.3872, 96.338, 96.0017, 96.1847, 96.6647, 96.5412, 96.426, 96.5874, 96.56, 96.338, 95.6105, 96.3941, 96.8158, 96.1426, 95.8526, 95.7328, 96.1726, 96.9614
1, 1, 437645, 0, 133.738, 131.631, 133.652, 129.363, 114.679, 116.72, 124.251, 128.136, 132.496, 132.967, 131.944, 132.746, 129.467, 130.074, 130.821, 130.949, 131.429, 128.976, 128.402, 130.565, 132.814, 128.631, 129.19, 132.964, 131.157, 133.217, 136.219, 131.333, 131.169, 129.661, 130.674, 131.865, 132.191, 130.611, 133.729, 131.652
1, 1, 437645, 1, 121.726, 123.716, 127.07, 126.577, 125.978, 125.778, 125.173, 125.797, 129.606, 125.366, 126.292, 124.775, 125.444, 125.249, 125.89, 128.393, 124.242, 123.739, 123.626, 123.197, 125.351, 126.429, 125.683, 125.195, 126.443, 124.958, 124.189, 126.256, 124.27, 123.668, 124.16, 122.673, 126.011, 126.083, 124.46, 125.467
3, 3, 437645, 0, 56.6105, 55.0997, 54.7081, 54.0529, 53.9954, 53.8964, 54.2939, 54.6797, 54.7513, 55.1637, 54.9138, 54.3206, 54.3005, 54.213, 54.9589, 54.824, 54.6203, 54.2339, 53.982, 54.2523, 54.9105, 54.5606, 54.4079, 54.2205, 53.9913, 54.4979, 52.641, 52.3066, 53.8692, 53.9643, 53.5582, 54.4424, 54.6689, 54.2545, 54.1279, 53.2905
2, 3, 437645, 0, 81.5478, 82.593, 79.4273, 79.8626, 80.1378, 79.2117, 78.8017, 80.2197, 80.6337, 80.4818, 79.6958, 78.5353, 78.7907, 80.1298, 79.8258, 79.7695, 80.1943, 79.2925, 78.1274, 79.3424, 79.1841, 79.8943, 79.3723, 78.7703, 78.6169, 78.656, 79.8885, 79.4293, 79.9074, 78.5669, 78.8235, 78.4635, 79.6751, 80.5232, 79.26, 79.3481
1, 3, 437645, 0, 155.75, 149.953, 151.488, 152.899, 151.372, 151.195, 151.533, 152.715, 153.4, 152.632, 152.648, 149.429, 152.311, 150.229, 152.774, 151.461, 152.945, 150.097, 151.47, 150.292, 151.758, 151.911, 151.494, 150.743, 151.648, 150.76, 151.588, 150.34, 150.876, 150.513, 151.247, 151.734, 151.155, 153.061, 151.005, 151.826
3, 3, 437645, 1, 57.0656, 57.1929, 56.9568, 55.3402, 55.2193, 54.4713, 54.4837, 54.8876, 55.3, 54.9903, 54.6395, 54.3532, 53.7706, 54.2625, 55.0846, 55.175, 54.5401, 53.9547, 53.9864, 54.5475, 55.5444, 55.3335, 54.5232, 53.9835, 53.6294, 54.0902, 55.7867, 57.5221, 57.3862, 56.4616, 56.4244, 56.9315, 57.8188, 57.6388, 57.1153, 56.1373
2, 3, 437645, 1, 83.7712, 84.312, 83.5465, 82.1105, 82.2502, 80.2578, 81.0086, 81.4298, 82.0281, 83.2183, 78.884, 76.2541, 75.9475, 80.3196, 82.1515, 82.5702, 82.1194, 77.1715, 77.5716, 79.785, 77.4108, 77.428, 79.6899, 79.6843, 79.5496, 80.6529, 81.9368, 81.9259, 82.1881, 80.8154, 80.391, 81.2233, 82.2101, 83.1426, 81.8651, 79.6113
1, 3, 437645, 1, 161.419, 161.92, 162.443, 163.93, 163.278, 158.377, 158.558, 161.825, 166.126, 162.953, 159.472, 157.015, 159.453, 159.655, 163.571, 165.381, 161.461, 160.902, 159.318, 163.003, 164.726, 164.191, 159.743, 160.041, 157.99, 160.45, 161.882, 165.071, 160.018, 157.776, 159.28, 161.82, 166.582, 161.583, 160.718, 158.287
3, 4, 437645, 0, 143.648, 141.537, 140.807, 141.402, 138.984, 138.146, 139.63, 139.774, 139.662, 140.384, 140.211, 138.142, 138.93, 138.771, 139.516, 139.711, 139.892, 139.386, 141.397, 138.622, 141.043, 141.341, 138.727, 139.411, 139.886, 138.647, 139.711, 139.534, 137.956, 139.358, 141.283, 139.218, 139.812, 139.589, 140.414, 139.166
2, 4, 437645, 0, 144.34, 143.356, 144.594, 144.431, 141.741, 144.657, 142.67, 143.982, 145.524, 143.01, 141.571, 143.531, 141.54, 145.371, 145.592, 147.172, 143.383, 141.828, 142.894, 146.201, 143.804, 143.55, 142.946, 142.45, 142.254, 144.75, 142.178, 143.75, 144.495, 142.643, 142.621, 145.276, 142.9, 145.183, 145.903, 142.169
1, 4, 437645, 0, 147.973, 145.181, 145.086, 146.109, 147.058, 145.077, 146.803, 145.345, 146.285, 147.446, 145.195, 145.816, 144.17, 146.845, 146.116, 145.65, 145.775, 144.774, 147.177, 146.266, 148.682, 146.42, 145.206, 145.173, 145.739, 145.253, 146.267, 146.39, 147.347, 146.761, 145.404, 148.322, 146.813, 145.726, 145.53, 144.649
3, 4, 437645, 1, 149.21, 144.419, 147.012, 146.492, 147.519, 145.263, 145.588, 149.267, 149.779, 148.22, 145.47, 145.432, 142.895, 144.975, 144.684, 146.982, 147.356, 145.722, 142.518, 143.908, 149.169, 147.438, 146.761, 143.015, 144.57, 144.39, 145.168, 147.892, 146.657, 146.199, 144.483, 146.462, 148.412, 148.735, 143.732, 143.712
2, 4, 437645, 1, 148.747, 147.09, 149.682, 151.09, 153.138, 150.165, 150.837, 150.2, 151.476, 153.427, 148.418, 149.845, 146.959, 146.237, 149.481, 149.784, 154.609, 149.7, 152.289, 151.242, 153.237, 151.255, 147.794, 146.771, 150.046, 148.751, 151.869, 152.403, 151.057, 147.163, 149.654, 147.709, 155.7, 153.18, 148.66, 147.465
1, 4, 437645, 1, 154.984, 153.738, 155.762, 158.939, 157.078, 153.513, 154.54, 154.504, 158.973, 156.377, 153.615, 150.976, 151.452, 154.7, 155.812, 158.809, 155.067, 152.953, 152.129, 155.432, 158.688, 154.988, 153.811, 151.568, 150.763, 152.584, 155.864, 157.868, 154.534, 151.931, 154.852, 154.502, 160.218, 156.796, 154.269, 150.723
1, 7, 437645, 0, 34.1397, 32.4875, 32.2311, 32.2945, 32.1911, 32.1977, 32.1761, 32.3298, 32.4665, 32.2214, 32.1017, 32.2586, 32.0895, 32.2269, 32.1055, 32.3573, 32.2862, 32.158, 32.2024, 32.2343, 31.9914, 30.9484, 31.6048, 32.4822, 32.3204, 32.2762, 32.0925, 31.794, 32.3725, 31.7171, 31.8389, 31.9824, 32.2857, 32.2512, 32.3997, 32.2703
1, 7, 437645, 1, 35.0814, 35.0505, 34.8057, 34.7846, 34.7376, 34.7205, 34.5954, 34.7761, 34.7918, 34.7231, 34.6065, 34.7065, 34.8128, 34.814, 34.747, 34.8004, 34.8429, 34.7331, 34.6777, 34.7603, 34.7749, 34.8764, 34.7174, 34.7564, 34.6735, 34.7449, 34.7151, 34.8548, 34.7718, 34.695, 34.7458, 34.6239, 34.8197, 34.708, 34.7921, 34.6953
3, 2, 437645, 0, 26.0027, 12.4894, 16.2269, 15.254, 13.8752, 17.9311, 20.3788, 20.5339, 13.3895, 16.8881, 14.9526, 17.8674, 25.3331, 12.4328, 15.1464, 14.992, 13.7298, 17.7666, 20.2429, 20.2934, 13.1713, 16.6294, 14.8839, 17.917, 26.0871, 12.4263, 16.1771, 14.9544, 13.7192, 17.9509, 20.3353, 19.7771, 13.3393, 16.712, 14.8468, 17.7964
2, 2, 437645, 0, 43.751, 19.6993, 24.58, 28.4674, 23.5448, 30.55, 30.3042, 30.1942, 22.0211, 27.6186, 21.7141, 28.4401, 44.3719, 20.4031, 25.4822, 28.4219, 23.5989, 30.9356, 30.6252, 30.3101, 21.7993, 27.9616, 21.6167, 28.2492, 44.5001, 20.3952, 25.6138, 28.9645, 23.5194, 31.1813, 30.5567, 30.1436, 22.0239, 27.8069, 21.5202, 28.4045
1, 2, 437645, 0, 95.0311, 59.6676, 68.8516, 84.3095, 52.5428, 72.4901, 91.9188, 75.7495, 62.1951, 96.9647, 64.2623, 63.8221, 102.243, 59.8486, 69.4025, 82.3038, 52.3097, 72.586, 92.2944, 75.7684, 62.1491, 96.4782, 64.1352, 63.2887, 101.848, 59.6063, 68.8857, 82.2697, 53.1196, 72.6447, 92.1359, 75.3178, 63.2679, 95.0925, 64.6812, 64.7654
3, 2, 437645, 1, 26.505, 12.5794, 16.4542, 15.206, 13.9049, 18.2521, 20.6736, 20.6815, 13.2916, 16.8211, 14.8671, 17.8894, 26.193, 12.2641, 16.2787, 15.1774, 13.9112, 18.1165, 20.6129, 20.5698, 13.4355, 16.9661, 14.9495, 17.9745, 26.084, 12.4227, 16.2355, 15.116, 13.8559, 17.9928, 20.5584, 20.5072, 13.3925, 16.9434, 15.0802, 18.0798
2, 2, 437645, 1, 44.8207, 20.7771, 26.3242, 29.2853, 24.2313, 31.8681, 29.0561, 31.183, 22.3257, 28.9808, 22.2254, 29.0933, 46.3604, 20.2891, 26.0467, 29.5622, 24.0193, 31.8827, 31.4253, 31.4189, 22.7761, 28.8282, 22.1268, 29.0907, 46.1907, 20.7173, 26.6467, 29.603, 24.2636, 31.6795, 31.0245, 30.8415, 22.0751, 28.2983, 21.1883, 27.5387
